,Unnamed: 0,BusStopCode,Description,Latitude,Longitude,RoadName,planning_area
782,782,19069,Opp Ayer Rajah Telecoms,1.307787583,103.7767117,Dover Rd,Queenstown
783,783,19071,Opp Acs Independent,1.305155,103.7810831,Dover Rd,Queenstown
784,784,19079,Dover Ct Intl Sch,1.306103056,103.7801297,Dover Rd,Queenstown
785,785,19081,Opp ACS Boarding Sch,1.302569722,103.7828247,Dover Rd,Queenstown
786,786,19089,Acs Independent,1.303703056,103.7818439,Dover Rd,Queenstown
787,787,19091,S'pore Poly,1.307392778,103.7820822,Dover Ave,Queenstown
788,788,19099,Opp S'pore Poly,1.30697118,103.7819124,Dover Ave,Queenstown
789,789,20011,Blk 506,1.313086246,103.7612873,AYE,Clementi
790,790,20019,Blk 431,1.313576111,103.7615108,AYE,Clementi
791,791,20021,NEWEST,1.316759237,103.7578896,AYE,Clementi
792,792,20029,OPP NEWEST,1.317728339,103.7576799,AYE,Clementi
793,793,20031,The Infiniti,1.320559871,103.7546468,AYE,Clementi
794,794,20039,Opp The Infiniti,1.321024998,103.7547151,AYE,Clementi
795,795,20051,Cycle & Carriage,1.322587082,103.7475443,AYE,Jurong East
796,796,20059,Opp Cycle & Carriage,1.323321088,103.7476935,AYE,Jurong East
797,797,20061,Aft Jurong Town Hall Rd,1.323806141,103.7429857,Jln Ahmad Ibrahim,Jurong East
798,798,20069,Bef Jurong Town Hall Rd,1.324056365,103.7441879,Jln Ahmad Ibrahim,Jurong East
799,799,20081,Carrier S'pore,1.326604729,103.7387923,Jln Ahmad Ibrahim,Jurong East
800,800,20089,Opp Carrier S'pore,1.327029677,103.739223,Jln Ahmad Ibrahim,Jurong East
801,801,20101,Nan Hua Pr Sch,1.319937142,103.7622193,C'wealth Ave West,Clementi
802,802,20109,Blk 203,1.320852201,103.76207,C'wealth Ave West,Clementi
803,803,20121,Opp Blk 51,1.320239722,103.73708,West Coast Rd,Jurong East
804,804,20129,Bet Blks 50/51,1.32034555,103.7375411,West Coast Rd,Jurong East
805,805,20131,S'pore Food Industries Bldg,1.315593616,103.7518512,West Coast Rd,Clementi
806,806,20139,Opp Angliss Bldg,1.315841669,103.7520438,West Coast Rd,Clementi
807,807,20141,Opp Blk 408,1.317719998,103.7487711,West Coast Rd,Jurong East
808,808,20149,Blk 408,1.317959697,103.7489727,West Coast Rd,Jurong East
809,809,20151,Opp Blk 411,1.318296687,103.7463105,West Coast Rd,Jurong East
810,810,20159,Blk 411,1.318511375,103.7464017,West Coast Rd,Jurong East
811,811,20161,Opp Blks 34/35,1.319154766,103.742137,West Coast Rd,Jurong East
812,812,20169,Blk 35,1.319283478,103.7425125,West Coast Rd,Jurong East
813,813,20171,Opp Blk 47,1.319676814,103.7398443,West Coast Rd,Jurong East
814,814,20179,Aft Teban Gdns Rd,1.32000212,103.7391007,West Coast Rd,Jurong East
815,815,20181,Ayer Rajah CC,1.320484789,103.7474585,Pandan Gdns,Jurong East
816,816,20189,Opp Ayer Rajah CC,1.320305014,103.747273,Pandan Gdns,Jurong East
817,817,20191,Blk 407,1.319241667,103.7484564,Pandan Gdns,Jurong East
818,818,20199,Blk 410,1.319081111,103.7481997,Pandan Gdns,Jurong East
819,819,20201,Teban Gdn PO,1.321276111,103.7434053,Teban Gdns Rd,Jurong East
820,820,20209,Bef Jurong Town Hall Rd,1.320433333,103.7440744,Teban Gdns Rd,Jurong East
821,821,20211,Blk 41,1.321771939,103.74184,Teban Gdns Rd,Jurong East
822,822,20219,Opp Blk 41,1.3220569,103.7414333,Teban Gdns Rd,Jurong East
823,823,20231,Bef Hasanah Mque,1.322344073,103.739444,Teban Gdns Rd,Jurong East
824,824,20239,Aft Hasanah Mque,1.322468796,103.7394701,Teban Gdns Rd,Jurong East
825,825,20241,Opp Blk 54,1.321162775,103.7363836,Penjuru Rd,Jurong East
826,826,20249,Blk 54,1.32162,103.7367036,Penjuru Rd,Jurong East
827,827,20251,Bef Teban Gdns Rd,1.31975501,103.744471,Jurong Town Hall Rd,Jurong East
828,828,20259,C'wealth Sec Sch,1.319621876,103.74477,Jurong Town Hall Rd,Jurong East
829,829,20261,Aft Pandan Gdns,1.321599731,103.7454642,Jurong Town Hall Rd,Jurong East
830,830,20269,Bef Pandan Gdns,1.321517806,103.7458094,Jurong Town Hall Rd,Jurong East
831,831,20271,Opp German Ctr,1.325275533,103.7455089,Jurong Town Hall Rd,Jurong East
832,832,20281,Opp The Japanese Sec Sch,1.312342195,103.7548421,West Coast Highway,Clementi
833,833,20289,The Japanese Sec Sch,1.312488018,103.7550342,West Coast Highway,Clementi
834,834,20291,Tanglin Sec Sch,1.310950623,103.7577143,West Coast Rd,Clementi
835,835,20299,Opp Tanglin Sec Sch,1.310928042,103.7585754,West Coast Rd,Clementi
836,836,20309,Blk L Pandan Light Ind Pk,1.310623031,103.7540377,Pandan Loop,Clementi
837,837,20319,Blk T Pandan Light Ind Pk,1.312594685,103.7528442,Pandan Loop,Clementi
838,838,20329,S'pore Food Ind,1.315033046,103.7510207,Pandan Loop,Clementi
839,839,20331,Vejoil Pte Ltd,1.313291389,103.7492633,Pandan Loop,Clementi
840,840,20341,Pan Tech Ind Cplx,1.311864722,103.7504733,Pandan Loop,Clementi
841,841,21011,Aft Jurong Lake,1.325343288,103.7286685,Jln Ahmad Ibrahim,Jurong East
842,842,21019,Aft Yuan Ching Rd,1.325548678,103.7270332,Jln Ahmad Ibrahim,Jurong East
843,843,21021,Bef Jurong Port Rd,1.324193222,103.7237901,Jln Ahmad Ibrahim,Jurong East
844,844,21029,AFT CORP PL,1.324297286,103.7218077,Jln Ahmad Ibrahim,Jurong West
845,845,21041,Aft Jln Terusan,1.320919722,103.7201203,Jurong Port Rd,Boon Lay
846,846,21049,Bef Jln Terusan,1.321072505,103.7202452,Jurong Port Rd,Boon Lay
847,847,21051,Bef Penjuru Rd,1.312256111,103.7304481,Jln Boon Lay,Jurong East
848,848,21059,Aft Penjuru Rd,1.311953889,103.7301381,Jln Boon Lay,Jurong East
849,849,21069,Bef Jln Tepong,1.312373056,103.7191853,Jurong Port Rd,Jurong East
850,850,21071,Jurong Abattoir,1.313942214,103.7222674,Jln Buroh,Jurong East
851,851,21079,Opp Jurong Abattoir,1.31342751,103.7227976,Jln Buroh,Jurong East
852,852,21089,Bef Jln Buroh,1.312064875,103.7229645,Fishery Port Rd,Jurong East
853,853,21099,Jurong Island Checkpt,1.310143773,103.7111035,Jurong Pier Way,Jurong East
854,854,21109,Ctrl Fish Proc Fty,1.311002999,103.7210977,Jln Tepong,Jurong East
855,855,21111,Aft Jurong Pier Rd,1.314426405,103.7123833,Jln Buroh,Boon Lay
856,856,21119,Bef Jurong Pier Rd,1.313972918,103.7120194,Jln Buroh,Jurong East
857,857,21121,SPC Svc Stn,1.31469131,103.7160169,Jln Buroh,Boon Lay
858,858,21129,Opp SPC Svc Stn,1.314274438,103.7149314,Jln Buroh,Jurong East
859,859,21131,Bef Jurong Port Rd,1.314708333,103.7179936,Jln Buroh,Boon Lay
860,860,21139,Aft Jurong Port Rd,1.314330447,103.7184656,Jln Buroh,Jurong East
861,861,21141,Aft Jln Buroh,1.315174311,103.7195737,Jurong Port Rd,Jurong East
862,862,21149,Jurong Port Workshops,1.315633,103.719896,Jurong Port Rd,Jurong East
863,863,21151,CWT Distripark,1.316992032,103.7198894,Jurong Port Rd,Boon Lay
864,864,21159,Sin Soon Huat,1.318685624,103.7204292,Jurong Port Rd,Boon Lay
865,865,21161,Blk 216B,1.350439494,103.7127413,Corporation Rd,Jurong West
866,866,21169,Opp Blk 216B,1.350743561,103.7127581,Corporation Rd,Jurong West
867,867,21171,OPP CORP PL,1.325816389,103.7190661,Corporation Rd,Boon Lay
868,868,21179,CORP PL,1.325861667,103.7192953,Corporation Rd,Boon Lay
869,869,21181,Opp Blk 161,1.329915,103.720953,Corporation Rd,Boon Lay
870,870,21189,Blk 161,1.330260466,103.7212229,Corporation Rd,Boon Lay
871,871,21191,Jurong Stadium,1.332909822,103.7204454,Corporation Rd,Jurong West
872,872,21199,Opp Jurong Stadium,1.333309472,103.7205129,Corporation Rd,Jurong West
873,873,21201,Sime Rengo Packaging Ltd,1.336833964,103.7177864,Corporation Rd,Jurong West
874,874,21209,Opp Sime Rengo Packaging Ltd,1.336876486,103.718056,Corporation Rd,Jurong West
875,875,21211,Opp Lakepoint Condo,1.340049722,103.7160683,Corporation Rd,Jurong West
876,876,21219,Lakepoint Condo,1.340103561,103.7162593,Corporation Rd,Jurong West
877,877,21229,Opp S'Pore A'Space Mfg,1.34206,103.716007,Corporation Rd,Jurong West
878,878,21231,Blk 203,1.343595351,103.7159904,Corporation Rd,Jurong West
879,879,21239,Opp Blk 203,1.344504826,103.7163304,Corporation Rd,Jurong West
880,880,21241,Opp Blk 213,1.349736652,103.7123543,Boon Lay Ave,Jurong West
881,881,21249,Blk 213,1.34958422,103.7124932,Boon Lay Ave,Jurong West
882,882,21251,Sime Darby,1.336241214,103.7103474,Chin Bee Dr,Jurong West
883,883,21259,Opp Sime Darby,1.336041349,103.710437,Chin Bee Dr,Jurong West
884,884,21261,AFT CHIN BEE AVE,1.33393514,103.7102509,Quality Rd,Jurong West
885,885,21269,Bef Chin Bee Ave,1.334181836,103.7104976,Quality Rd,Jurong West
886,886,21271,Opp Assyakirin Mque,1.334658968,103.7194732,Corporation Rd,Jurong West
887,887,21279,Assyakirin Mque,1.334912826,103.7195252,Corporation Rd,Jurong West
888,888,21291,Aft Jln Buroh,1.31585423,103.7094335,Jurong Pier Rd,Boon Lay
889,889,21299,Bef Jln Buroh,1.315870349,103.7099458,Jurong Pier Rd,Boon Lay
890,890,21301,Opp Jln Pesawat,1.318497215,103.7099705,Jurong Pier Rd,Boon Lay
891,891,21309,Aft Jln Pesawat,1.319190308,103.710547,Jurong Pier Rd,Boon Lay
892,892,21311,Bef Tractor Rd,1.323205141,103.7095638,Jln Boon Lay,Boon Lay
893,893,21319,Opp Tractor Rd,1.323773402,103.7098042,Jln Boon Lay,Boon Lay
894,894,21321,UTOC ENGRG,1.326240558,103.7088543,Jln Boon Lay,Boon Lay
895,895,21329,OPP UTOC ENGRG,1.326915483,103.7090179,Jln Boon Lay,Boon Lay
896,896,21331,Opp Premier Milk Pte Ltd,1.330290492,103.7079679,Jln Boon Lay,Jurong West
897,897,21339,Premier Milk Pte Ltd,1.330424656,103.7083232,Jln Boon Lay,Jurong West
898,898,21341,Opp Beecham Pte Ltd,1.335173458,103.7089583,Jln Boon Lay,Jurong West
899,899,21349,Beecham Pte Ltd,1.335064598,103.7092447,Jln Boon Lay,Jurong West
900,900,21351,BEF BOON LAY WAY,1.338821386,103.7095643,Jln Boon Lay,Jurong West
901,901,21359,AFT ST KINETICS,1.338670103,103.7099597,Jln Boon Lay,Jurong West
902,902,21361,Blk 695,1.343023233,103.7076718,Jln Boon Lay,Jurong West
903,903,21369,Opp Blk 695,1.343091237,103.7080031,Jln Boon Lay,Jurong West
904,904,21371,Blk 680C,1.345227226,103.7061787,Jln Boon Lay,Jurong West
905,905,21379,Blk 263,1.345348552,103.7064891,Jln Boon Lay,Jurong West
906,906,21381,ST. JOSEPH'S HME,1.349646534,103.7086071,Jurong West Ave 2,Jurong West
907,907,21389,OPP ST. JOSEPH'S HME,1.349514399,103.7089646,Jurong West Ave 2,Jurong West
908,908,21391,River Valley High Sch,1.344850642,103.7084794,Boon Lay Ave,Jurong West
909,909,21399,Opp River Valley High Sch,1.34481408,103.7080599,Boon Lay Ave,Jurong West
910,910,21409,Blk 191,1.343389693,103.7120706,Boon Lay Dr,Jurong West
911,911,21411,Opp Blk 188,1.343932701,103.7103305,Boon Lay Dr,Jurong West
912,912,21419,Blk 188,1.343880607,103.7105765,Boon Lay Dr,Jurong West
913,913,21421,Blk 176,1.347203078,103.710326,Boon Lay Ave,Jurong West
914,914,21429,Blk 185,1.347402033,103.7105915,Boon Lay Ave,Jurong West
915,915,21431,Blk 210,1.347656389,103.7124106,Boon Lay Pl,Jurong West
916,916,21439,Boon Lay CC,1.348422778,103.7116589,Boon Lay Pl,Jurong West
917,917,21441,Blk 207,1.346382425,103.7132623,Boon Lay Pl,Jurong West
918,918,21449,Boon Lay Shop Ctr,1.346398056,103.7130614,Boon Lay Pl,Jurong West
919,919,21451,Blk 206,1.345248333,103.71473,Boon Lay Dr,Jurong West
920,920,21459,Blk 209,1.345580455,103.7149133,Boon Lay Dr,Jurong West
921,921,21461,BEF TUKANG INNOVATION DR,1.327319722,103.7179936,Jln Tukang,Boon Lay
922,922,21469,Bef Chia Ping Rd,1.327475,103.7180853,Jln Tukang,Boon Lay
923,923,21471,AFT TUKANG INNOVATION DR,1.326731389,103.7154267,Jln Tukang,Boon Lay
924,924,21479,Hup Leck Heavy Equipment,1.326918056,103.7157017,Jln Tukang,Boon Lay
925,925,21481,GRUNDFOS,1.32600146,103.7120884,Jln Tukang,Boon Lay
926,926,21489,OPP GRUNDFOS,1.326278397,103.7126543,Jln Tukang,Boon Lay
927,927,21491,Bef Boon Lay Way,1.326863545,103.7108268,Quality Rd,Boon Lay
928,928,21499,Bef Jln Tukang,1.32655549,103.7110243,Quality Rd,Boon Lay
929,929,21501,Bef Meiji Seika,1.330427715,103.7100021,Quality Rd,Jurong West
930,930,21509,Opp Meiji Seika,1.331156391,103.7099872,Quality Rd,Jurong West
931,931,21511,Opp Amoy Canning,1.333119969,103.711077,Chin Bee Ave,Jurong West
932,932,21519,Amoy Canning,1.33295908,103.7112916,Chin Bee Ave,Jurong West
933,933,21521,PB Packaging Systems,1.334138933,103.7145853,Chin Bee Ave,Jurong West
934,934,21529,Opp Grandluxe,1.334083039,103.7150971,Chin Bee Ave,Jurong West
935,935,21531,Clariant S'pore,1.331875761,103.7163448,Third Chin Bee Rd,Jurong West
936,936,21539,Opp Kaily Packaging,1.331311,103.716354,Third Chin Bee Rd,Jurong West
937,937,21541,Jurong Futsal Ctr,1.331380758,103.7198636,Intl Rd,Jurong West
938,938,21549,Automotive Technology,1.330882806,103.7189959,Intl Rd,Boon Lay
939,939,21551,Blk 151,1.326661043,103.7209862,Yung Ho Rd,Jurong West
940,940,21559,CISCO Recall,1.326626599,103.7206391,Yung Ho Rd,Jurong West
941,941,21561,Blk 158,1.328893152,103.7227432,Corporation Dr,Jurong West
942,942,21569,Opp Blk 158,1.328572039,103.7228981,Corporation Dr,Jurong West
943,943,21571,Opp Jurong Sec Sch,1.330567195,103.7230701,Corporation Dr,Jurong West
944,944,21579,Jurong Sec Sch,1.330134723,103.7231809,Corporation Dr,Jurong West
945,945,21581,Blk 65,1.33243351,103.7232864,Corporation Dr,Jurong West
946,946,21589,Opp Blk 65,1.332465687,103.7234581,Corporation Dr,Jurong West
947,947,21591,Opp Blk 117,1.334761036,103.7224281,Corporation Dr,Jurong West
948,948,21599,Blk 117,1.334683562,103.7226849,Corporation Dr,Jurong West
949,949,21601,Blk 357,1.337270296,103.7210977,Corporation Dr,Jurong West
950,950,21609,Opp Blk 364,1.337751668,103.7210263,Corporation Dr,Jurong West
951,951,21611,Blk 367,1.338364342,103.7193196,Corporation Dr,Jurong West
952,952,21619,AFT CORP RD,1.337935099,103.7181621,Corporation Dr,Jurong West
953,953,21621,Blk 354,1.339214998,103.7220593,Kang Ching Rd,Jurong West
954,954,21629,Blk 334,1.33954477,103.7227567,Kang Ching Rd,Jurong West
955,955,21631,Blk 115/Opp Japanese Gdn,1.333636261,103.7249361,Yuan Ching Rd,Jurong West
956,956,21639,Japanese Gdn/Opp Blk 115,1.333788611,103.7251164,Yuan Ching Rd,Jurong West
957,957,21641,Opp Lakeside Apt,1.336301262,103.7250087,Yuan Ching Rd,Jurong West
958,958,21649,Lakeside Apt,1.336708866,103.7251798,Yuan Ching Rd,Jurong West
959,959,21651,Opp Chinese Gdn,1.338730149,103.7240217,Yuan Ching Rd,Jurong West
960,960,21659,Chinese Gdn,1.338960105,103.7241081,Yuan Ching Rd,Jurong East
961,961,21661,Yuan Ching Sec Sch,1.341765605,103.7214143,Yuan Ching Rd,Jurong West
962,962,21669,Opp Blk 134D,1.341342145,103.7220952,Yuan Ching Rd,Jurong East
963,963,21671,Blk 331,1.338065,103.7237617,Tah Ching Rd,Jurong West
964,964,21679,Blk 329,1.337762198,103.7235836,Tah Ching Rd,Jurong West
965,965,21681,Opp Blk 200,1.342287323,103.714663,Boon Lay Way,Jurong West
966,966,21689,Blk 200,1.342419846,103.7144234,Boon Lay Way,Jurong West
967,967,21691,OPP SUMMERDALE,1.341078598,103.7113881,Boon Lay Way,Jurong West
968,968,21699,SUMMERDALE,1.341549821,103.7120308,Boon Lay Way,Jurong West
969,969,21711,Bet Blks 523/525,1.346998842,103.7157628,Corporation Rd,Jurong West
970,970,21719,Opp Blk 529,1.347794746,103.715073,Corporation Rd,Jurong West
971,971,21751,Jurong Sec Sch,1.330893333,103.7248047,Yuan Ching Rd,Jurong East
972,972,21759,Opp Jurong Sec Sch,1.330323876,103.7249113,Yuan Ching Rd,Jurong East
973,973,21761,Blk 138B,1.328313333,103.7247681,Yuan Ching Rd,Jurong East
974,974,21769,Opp Blk 138B,1.328475541,103.7249038,Yuan Ching Rd,Jurong East
975,975,21771,AFT CORP DR,1.326579924,103.7237302,Yung Ho Rd,Jurong West
976,976,21779,Aft Yuan Ching Rd,1.326435722,103.7242577,Yung Ho Rd,Jurong West
977,977,22009,Boon Lay Int,1.339323347,103.705457,Jurong West Ctrl 3,Jurong West
978,978,22011,Jurong Bird Pk,1.32129798,103.707755,Jln Ahmad Ibrahim,Boon Lay
979,979,22019,Opp Jurong Bird Pk,1.322024022,103.7071133,Jln Ahmad Ibrahim,Boon Lay
980,980,22021,Givaudan,1.321682451,103.7036931,Jln Ahmad Ibrahim,Boon Lay
981,981,22029,Opp Givaudan,1.322449717,103.7026821,Jln Ahmad Ibrahim,Boon Lay
982,982,22031,Bef Pioneer Circus,1.32216806,103.6985518,Jln Ahmad Ibrahim,Boon Lay
983,983,22039,Markono Holdings,1.322840765,103.6986162,Jln Ahmad Ibrahim,Boon Lay
984,984,22041,Aft Tg Kling Rd,1.314635,103.6987308,Jln Buroh,Boon Lay
985,985,22049,Bef Tg Kling Rd,1.314466389,103.6978889,Jln Buroh,Boon Lay
986,986,22051,Opp Buroh St,1.313869167,103.7020447,Jln Buroh,Boon Lay
987,987,22059,Aft Buroh St,1.313606111,103.7012625,Jln Buroh,Boon Lay
988,988,22061,Ceva Logistics,1.314276178,103.704641,Jln Buroh,Boon Lay
989,989,22069,Opp Ceva Logistics,1.31365448,103.7037946,Jln Buroh,Boon Lay
990,990,22071,Bef Jurong Pier Rd,1.314336368,103.7069513,Jln Buroh,Boon Lay
991,991,22079,Aft Jurong Pier Rd,1.313943992,103.7080498,Jln Buroh,Boon Lay
992,992,22081,Opp Natsteel,1.305995557,103.7003759,Tg Kling Rd,Boon Lay
993,993,22089,Natsteel,1.305892778,103.7008781,Tg Kling Rd,Boon Lay
994,994,22091,Aft Jln Samulun,1.308807216,103.6965559,Shipyard Rd,Boon Lay
995,995,22099,Bef Jln Samulun,1.308797648,103.6968896,Shipyard Rd,Boon Lay
996,996,22141,Aft Jln Buroh,1.317333006,103.6959517,Pioneer Rd,Pioneer
997,997,22149,Bef Jln Buroh,1.317319604,103.6963118,Pioneer Rd,Pioneer
998,998,22151,Hitachi,1.320952337,103.6962716,Pioneer Rd,Pioneer
999,999,22159,Opp Hitachi,1.320952433,103.6966332,Pioneer Rd,Boon Lay
1000,1000,22161,Aft Lok Yang Way,1.325516569,103.6964311,Pioneer Rd Nth,Pioneer
1001,1001,22169,Aft Intl Rd,1.326245429,103.6966158,Pioneer Rd Nth,Boon Lay
1002,1002,22171,Opp Secura S'pore,1.329541667,103.6963769,Pioneer Rd Nth,Jurong West
1003,1003,22179,Secura S'Pore,1.330004723,103.6966591,Pioneer Rd Nth,Jurong West
1004,1004,22181,S'pore Post,1.333016111,103.6963769,Pioneer Rd Nth,Jurong West
1005,1005,22189,Pioneer Junction,1.333697107,103.6966629,Pioneer Rd Nth,Jurong West
1006,1006,22191,Sbst Soon Lee Depot,1.33130584,103.6983275,Soon Lee Rd,Jurong West
1007,1007,22199,Opp Sbst Soon Lee Depot,1.331022482,103.6984743,Soon Lee Rd,Jurong West
1008,1008,22219,Aft Neythal Rd,1.327645561,103.7026074,Intl Rd,Boon Lay
1009,1009,22221,Aft Pioneer Rd Nth,1.327909161,103.6978569,Intl Rd,Jurong West
1010,1010,22229,Bef Pioneer Rd Nth,1.327643343,103.6988747,Intl Rd,Boon Lay
1011,1011,22231,Blk 639,1.340794867,103.697179,Jurong West St 61,Jurong West
1012,1012,22239,Blk 624,1.340819722,103.6974219,Jurong West St 61,Jurong West
1013,1013,22241,Opp Blk 622,1.340122707,103.6993839,Jurong West St 62,Jurong West
1014,1014,22249,Blk 622,1.340160074,103.6986544,Jurong West St 62,Jurong West
1015,1015,22251,Blk 665A,1.340733333,103.7026567,Jurong West St 62,Jurong West
1016,1016,22259,Blk 668D,1.340891364,103.7025464,Jurong West St 62,Jurong West
1017,1017,22271,Bef Kwong Min Rd,1.329245828,103.7001115,Soon Lee Rd,Jurong West
1018,1018,22281,Aft Soon Lee Rd,1.328492643,103.7037526,Fan Yoong Rd,Jurong West
1019,1019,22289,Bef Fan Yoong Rd,1.329263333,103.70284,Soon Lee Rd,Jurong West
1020,1020,22299,Bef Soon Lee Rd,1.330688334,103.7017741,Kwong Min Rd,Jurong West
1021,1021,22309,Aft Fan Yoong Rd,1.33327,103.7033808,Enterprise Rd,Jurong West
1022,1022,22319,Bef Enterprise Rd,1.331981389,103.7054525,Wan Lee Rd,Jurong West
1023,1023,22329,Opp Sam Mccoy Engrg,1.330243469,103.7050159,Wan Lee Rd,Jurong West
1024,1024,22331,Jurong Shipyard,1.304858477,103.7031792,Tg Kling Rd,Boon Lay
1025,1025,22341,Blk 673C,1.344916161,103.7010333,Jurong West Ave 4,Jurong West
1026,1026,22349,Blk 734A CP,1.345205373,103.7007963,Jurong West Ave 4,Jurong West
1027,1027,22351,Opp Blk 717,1.342774219,103.6980338,Jurong West Ave 4,Jurong West
1028,1028,22359,Blk 717,1.342526667,103.6972753,Jurong West Ave 4,Jurong West
1029,1029,22361,Blk 641,1.340778056,103.6958728,Jurong West Ave 4,Jurong West
1030,1030,22369,Blk 704,1.340331864,103.6951104,Jurong West Ave 4,Jurong West
1031,1031,22391,Bef Jln Buroh,1.313427499,103.6957231,Tg Kling Rd,Boon Lay
1032,1032,22399,Aft Jln Buroh,1.313457071,103.696016,Tg Kling Rd,Boon Lay
1033,1033,22401,Aft Shipyard Rd,1.310078753,103.6971497,Tg Kling Rd,Boon Lay
1034,1034,22409,Bef Shipyard Rd,1.310142566,103.6974199,Tg Kling Rd,Boon Lay
1035,1035,22411,Blk 676B,1.34626796,103.703801,Jurong West Ave 4,Jurong West
1036,1036,22419,Jurong West Sub-Stn,1.346225978,103.7028613,Jurong West Ave 4,Jurong West
1037,1037,22421,Natl Oxygen Pte Ltd,1.307755,103.6987239,Tg Kling Rd,Boon Lay
1038,1038,22429,Opp Natl Oxygen Pte Ltd,1.307257497,103.6990807,Tg Kling Rd,Boon Lay
1039,1039,22431,Opp Four Leaves,1.333082426,103.7074221,Enterprise Rd,Jurong West
1040,1040,22439,Aft Four Leaves,1.333112575,103.7068094,Enterprise Rd,Jurong West
1041,1041,22441,Blk 669 CP,1.342669872,103.7036275,Jurong West St 64,Jurong West
1042,1042,22449,Blk 685B,1.342762115,103.7038066,Jurong West St 64,Jurong West
1043,1043,22451,Opp Blk 643,1.338170226,103.6956128,Pioneer Rd Nth,Jurong West
1044,1044,22459,Blk 643,1.338562904,103.6957204,Pioneer Rd Nth,Jurong West
1045,1045,22461,Opp Blk 653B,1.335961944,103.696205,Pioneer Rd Nth,Jurong West
1046,1046,22469,Blk 653B,1.336490625,103.6963187,Pioneer Rd Nth,Jurong West
1047,1047,22471,Bef Jurong West St 93,1.335090477,103.6931454,Upp Jurong Rd,Jurong West
1048,1048,22479,Aft Jurong West St 93,1.334742425,103.6931026,Upp Jurong Rd,Jurong West
1049,1049,22481,Blk 691A CP,1.342462238,103.7055409,Jurong West Ctrl 1,Jurong West
1050,1050,22489,Blk 683A,1.342584603,103.7053683,Jurong West Ctrl 1,Jurong West
1051,1051,22491,Blk 662D,1.337212743,103.704782,Jurong West St 64,Jurong West
1052,1052,22499,Opp Blk 662C,1.337527553,103.7048816,Jurong West St 64,Jurong West
1053,1053,22501,Blk 662A,1.337691991,103.7029713,Jurong West St 63,Jurong West
1054,1054,22509,Blk 664C,1.337994051,103.7032349,Jurong West St 63,Jurong West
1055,1055,22511,Blk 658C,1.337461817,103.7002967,Jurong West St 63,Jurong West
1056,1056,22519,Blk 608,1.337733596,103.6999522,Jurong West St 63,Jurong West
1057,1057,22521,Pioneer Stn Exit A,1.337416479,103.6977679,Jurong West St 63,Jurong West
1058,1058,22529,Pioneer Stn Exit B,1.337772628,103.6972862,Jurong West St 63,Jurong West
1059,1059,22531,Opp Jurong West Pr Sch,1.339226733,103.6981438,Jurong West St 61,Jurong West
1060,1060,22539,Jurong West Pr Sch,1.339195237,103.6983868,Jurong West St 61,Jurong West
1061,1061,22541,Blk 655,1.334968048,103.6976102,Boon Lay Way,Jurong West
1062,1062,22549,Opp Blk 655 CP,1.334635631,103.6979536,Boon Lay Way,Jurong West
1063,1063,22551,Blk 657,1.334982043,103.7006562,Boon Lay Way,Jurong West
1064,1064,22559,Opp Blk 657 CP,1.334654622,103.701014,Boon Lay Way,Jurong West
1065,1065,22561,Blk 660,1.334970385,103.7041443,Boon Lay Way,Jurong West
1066,1066,22569,Opp Blk 660 CP,1.334649396,103.704582,Boon Lay Way,Jurong West
1067,1067,22571,Opp Boon Lay Stn,1.337803814,103.706891,Boon Lay Way,Jurong West
1068,1068,22591,Blk 670A,1.344258333,103.7032958,Jurong West St 64,Jurong West
1069,1069,22599,Blk 678D,1.344840383,103.703081,Jurong West St 64,Jurong West
1070,1070,22609,Soon Lee Bus Pk,1.330482103,103.6983014,Soon Lee Rd,Jurong West
1071,1071,23011,Carrier Transicold P/L,1.322405185,103.6925083,Jln Ahmad Ibrahim,Pioneer
1072,1072,23019,Nippon Paint,1.323021,103.692567,Jln Ahmad Ibrahim,Pioneer
1073,1073,23021,Aft Benoi Sector,1.322435952,103.6851861,Jln Ahmad Ibrahim,Pioneer
1074,1074,23029,Stamford Tyre,1.323021944,103.6862289,Jln Ahmad Ibrahim,Pioneer
1075,1075,23031,Bef Benoi Flyover,1.322395431,103.6809911,Jln Ahmad Ibrahim,Pioneer
1076,1076,23039,Aft Benoi Flyover,1.323031111,103.6815139,Jln Ahmad Ibrahim,Pioneer
1077,1077,23041,Opp Jurong Camp,1.333340887,103.6905597,Upp Jurong Rd,Jurong West
1078,1078,23049,Jurong Camp,1.334107641,103.6906114,Upp Jurong Rd,Jurong West
1079,1079,23051,Bef Kian Teck Rd,1.331689722,103.6892814,Upp Jurong Rd,Jurong West
1080,1080,23059,Aft Kian Teck Rd,1.330712847,103.6881376,Upp Jurong Rd,Jurong West
1081,1081,23061,Aft Kian Teck Rd,1.329527778,103.6865222,Upp Jurong Rd,Jurong West
1082,1082,23069,Bef Kian Teck Rd,1.329899505,103.6858202,Upp Jurong Rd,Jurong West
1083,1083,23071,Opp SAFTI Military Inst,1.32977056,103.682578,Upp Jurong Rd,Jurong West
1084,1084,23079,SAFTI Military Inst,1.330179089,103.6818154,Upp Jurong Rd,Jurong West
1085,1085,23081,Opp S'pore Discovery Ctr,1.330116606,103.678268,Upp Jurong Rd,Pioneer
1086,1086,23089,S'pore Discovery Ctr,1.330433729,103.6784347,Upp Jurong Rd,Jurong West
