BusStopCode,Direction,Distance,Operator,ServiceNo,StopSequence
40041,1,2.8,SBST,170A,8
40051,1,3.2,SBST,170A,9
40111,1,3.6,SBST,170A,10
40071,1,4,SBST,170A,11
40081,1,4.4,SBST,170A,12
40091,1,4.7,SBST,170A,13
41011,1,5.2,SBST,170A,14
41021,1,5.6,SBST,170A,15
41031,1,6,SBST,170A,16
41041,1,6.2,SBST,170A,17
41051,1,6.6,SBST,170A,18
41061,1,6.8,SBST,170A,19
41071,1,7.2,SBST,170A,20
41081,1,7.8,SBST,170A,21
42011,1,8.1,SBST,170A,22
42021,1,8.4,SBST,170A,23
42031,1,8.7,SBST,170A,24
42041,1,9.1,SBST,170A,25
42051,1,9.6,SBST,170A,26
42061,1,9.9,SBST,170A,27
42071,1,10.3,SBST,170A,28
42091,1,10.8,SBST,170A,29
42111,1,11.3,SBST,170A,30
43011,1,11.5,SBST,170A,31
43021,1,12,SBST,170A,32
43041,1,12.5,SBST,170A,33
43051,1,13.1,SBST,170A,34
43061,1,13.4,SBST,170A,35
43071,1,13.6,SBST,170A,36
43081,1,13.8,SBST,170A,37
43091,1,14.1,SBST,170A,38
43111,1,14.6,SBST,170A,39
44011,1,14.8,SBST,170A,40
44021,1,15.2,SBST,170A,41
44041,1,15.5,SBST,170A,42
44051,1,16,SBST,170A,43
43991,1,16.2,SBST,170A,44
44061,1,16.4,SBST,170A,45
45011,1,16.6,SBST,170A,46
45021,1,17,SBST,170A,47
45031,1,17.4,SBST,170A,48
45041,1,17.9,SBST,170A,49
45051,1,18.2,SBST,170A,50
45061,1,18.6,SBST,170A,51
45071,1,18.9,SBST,170A,52
45091,1,19.4,SBST,170A,53
45101,1,19.9,SBST,170A,54
45111,1,20.3,SBST,170A,55
45121,1,20.8,SBST,170A,56
45131,1,21.1,SBST,170A,57
46021,1,21.7,SBST,170A,58
46031,1,22.2,SBST,170A,59
46041,1,22.6,SBST,170A,60
46051,1,23,SBST,170A,61
46069,1,23.5,SBST,170A,62
45131,1,0,SBST,170X,1
46021,1,0.6,SBST,170X,2
46031,1,1.1,SBST,170X,3
46041,1,1.5,SBST,170X,4
46051,1,1.9,SBST,170X,5
46101,1,2.7,SBST,170X,6
46211,1,4.9,SBST,170X,7
47711,1,10.9,SBST,170X,8
47711,2,0,SBST,170X,1
46219,2,6.5,SBST,170X,2
46109,2,8.7,SBST,170X,3
46059,2,9.6,SBST,170X,4
46049,2,9.9,SBST,170X,5
46039,2,10.4,SBST,170X,6
46029,2,10.9,SBST,170X,7
45139,2,11.4,SBST,170X,8
59009,1,0,SMRT,171,1
59141,1,0.8,SMRT,171,2
59111,1,1.2,SMRT,171,3
57089,1,1.7,SMRT,171,4
57079,1,2.1,SMRT,171,5
57069,1,2.7,SMRT,171,6
57059,1,3.2,SMRT,171,7
48149,1,5,SMRT,171,8
48069,1,5.9,SMRT,171,9
48059,1,6.4,SMRT,171,10
48049,1,7.4,SMRT,171,11
48039,1,8.1,SMRT,171,12
48029,1,8.5,SMRT,171,13
48019,1,9,SMRT,171,14
44269,1,14,SMRT,171,16
44229,1,14.4,SMRT,171,17
44219,1,14.7,SMRT,171,18
44209,1,15,SMRT,171,19
44731,1,15.4,SMRT,171,20
44909,1,15.8,SMRT,171,21
44029,1,16.1,SMRT,171,22
44019,1,16.4,SMRT,171,23
43119,1,16.7,SMRT,171,24
43109,1,17.1,SMRT,171,25
43099,1,17.3,SMRT,171,26
43089,1,17.6,SMRT,171,27
43069,1,18.1,SMRT,171,28
43059,1,18.5,SMRT,171,29
43049,1,18.8,SMRT,171,30
43029,1,19.3,SMRT,171,31
43019,1,19.8,SMRT,171,32
42119,1,20.1,SMRT,171,33
42109,1,20.7,SMRT,171,34
42089,1,21.1,SMRT,171,35
42059,1,21.8,SMRT,171,36
42049,1,22,SMRT,171,37
42039,1,22.4,SMRT,171,38
42029,1,22.9,SMRT,171,39
42019,1,23.4,SMRT,171,40
41089,1,23.8,SMRT,171,41
41079,1,24.2,SMRT,171,42
41069,1,24.8,SMRT,171,43
41049,1,25.2,SMRT,171,44
41029,1,25.9,SMRT,171,45
41019,1,26.4,SMRT,171,46
40099,1,26.8,SMRT,171,47
40089,1,27.3,SMRT,171,48
40079,1,27.6,SMRT,171,49
40119,1,27.9,SMRT,171,50
40069,1,28.1,SMRT,171,51
40059,1,28.4,SMRT,171,52
40049,1,28.8,SMRT,171,53
40189,1,29.2,SMRT,171,54
40179,1,29.4,SMRT,171,55
9219,1,30.2,SMRT,171,56
9047,1,30.6,SMRT,171,57
9037,1,31.1,SMRT,171,58
8138,1,31.8,SMRT,171,59
8057,1,32.2,SMRT,171,60
8069,1,32.7,SMRT,171,61
4179,1,33,SMRT,171,62
2049,1,33.4,SMRT,171,63
2089,1,34.1,SMRT,171,64
2099,1,34.4,SMRT,171,65
2099,2,0,SMRT,171,1
2101,2,0.4,SMRT,171,2
2051,2,0.8,SMRT,171,3
2061,2,1.1,SMRT,171,4
4111,2,1.8,SMRT,171,5
4121,2,2.2,SMRT,171,6
8041,2,2.5,SMRT,171,7
8031,2,2.8,SMRT,171,8
8111,2,3.3,SMRT,171,9
8121,2,3.6,SMRT,171,10
9011,2,4.3,SMRT,171,13
9023,2,4.6,SMRT,171,14
9212,2,5.2,SMRT,171,15
40171,2,5.8,SMRT,171,16
40181,2,6.1,SMRT,171,17
40041,2,6.3,SMRT,171,18
40051,2,6.7,SMRT,171,19
40111,2,7.1,SMRT,171,20
40071,2,7.5,SMRT,171,21
40081,2,7.9,SMRT,171,22
40091,2,8.2,SMRT,171,23
41011,2,8.7,SMRT,171,24
41021,2,9.1,SMRT,171,25
41031,2,9.5,SMRT,171,26
41041,2,9.7,SMRT,171,27
41051,2,10.1,SMRT,171,28
41061,2,10.3,SMRT,171,29
41071,2,10.7,SMRT,171,30
41081,2,11.3,SMRT,171,31
42011,2,11.6,SMRT,171,32
42021,2,11.9,SMRT,171,33
42031,2,12.2,SMRT,171,34
42041,2,12.6,SMRT,171,35
42051,2,13.1,SMRT,171,36
42061,2,13.4,SMRT,171,37
42071,2,13.8,SMRT,171,38
42091,2,14.3,SMRT,171,39
42111,2,14.8,SMRT,171,40
43011,2,15,SMRT,171,41
43021,2,15.5,SMRT,171,42
43041,2,16,SMRT,171,43
43051,2,16.6,SMRT,171,44
43061,2,16.9,SMRT,171,45
43071,2,17.1,SMRT,171,46
43081,2,17.3,SMRT,171,47
43091,2,17.6,SMRT,171,48
43111,2,18.1,SMRT,171,49
44011,2,18.3,SMRT,171,50
44021,2,18.7,SMRT,171,51
44251,2,19,SMRT,171,52
44739,2,19.4,SMRT,171,53
44201,2,19.8,SMRT,171,54
44211,2,20.1,SMRT,171,55
44221,2,20.4,SMRT,171,56
44261,2,20.9,SMRT,171,57
48011,2,25.4,SMRT,171,59
48021,2,26,SMRT,171,60
48031,2,26.4,SMRT,171,61
48041,2,27.1,SMRT,171,62
48051,2,28.1,SMRT,171,63
48061,2,28.8,SMRT,171,64
48141,2,29.5,SMRT,171,65
57051,2,31.2,SMRT,171,66
57061,2,31.7,SMRT,171,67
57071,2,32.3,SMRT,171,68
57081,2,32.6,SMRT,171,69
59119,2,33,SMRT,171,70
59149,2,33.5,SMRT,171,71
59009,2,34.3,SMRT,171,72
44009,1,0,SMRT,172,1
44539,1,0.6,SMRT,172,2
44399,1,1.1,SMRT,172,3
44111,1,1.5,SMRT,172,4
44109,1,2,SMRT,172,5
44099,1,2.3,SMRT,172,6
44089,1,2.7,SMRT,172,7
44689,1,3.1,SMRT,172,8
44079,1,3.4,SMRT,172,9
30089,1,3.7,SMRT,172,10
30099,1,4.2,SMRT,172,11
30059,1,5,SMRT,172,12
30049,1,5.3,SMRT,172,13
30039,1,5.8,SMRT,172,14
30029,1,6.1,SMRT,172,15
30019,1,6.6,SMRT,172,16
31199,1,7.1,SMRT,172,17
31179,1,7.9,SMRT,172,18
31169,1,8.3,SMRT,172,19
31159,1,8.7,SMRT,172,20
31059,1,9,SMRT,172,21
31049,1,9.3,SMRT,172,22
31039,1,9.6,SMRT,172,23
31029,1,10,SMRT,172,24
31019,1,10.3,SMRT,172,25
27129,1,10.8,SMRT,172,26
27109,1,11.4,SMRT,172,27
27099,1,11.9,SMRT,172,28
21379,1,12.6,SMRT,172,29
21369,1,12.9,SMRT,172,30
22491,1,14,SMRT,172,32
22009,1,14.5,SMRT,172,33
22009,2,0,SMRT,172,1
22499,2,0.7,SMRT,172,2
21361,2,1.8,SMRT,172,4
21371,2,2.1,SMRT,172,5
27091,2,2.6,SMRT,172,6
27101,2,3.1,SMRT,172,7
27121,2,3.8,SMRT,172,8
31011,2,4.2,SMRT,172,9
31021,2,4.6,SMRT,172,10
31031,2,5,SMRT,172,11
31041,2,5.3,SMRT,172,12
31051,2,5.7,SMRT,172,13
31151,2,6,SMRT,172,14
31161,2,6.7,SMRT,172,15
31171,2,6.9,SMRT,172,16
31191,2,7.6,SMRT,172,17
30011,2,8.1,SMRT,172,18
30021,2,8.4,SMRT,172,19
30031,2,8.7,SMRT,172,20
30041,2,8.9,SMRT,172,21
30051,2,9.3,SMRT,172,22
30091,2,10.2,SMRT,172,23
30081,2,10.8,SMRT,172,24
44071,2,11.1,SMRT,172,25
45451,2,11.6,SMRT,172,26
44081,2,11.8,SMRT,172,27
44091,2,12.2,SMRT,172,28
44101,2,12.5,SMRT,172,29
44119,2,13,SMRT,172,30
44391,2,13.4,SMRT,172,31
44009,2,14.2,SMRT,172,32
43009,1,0,TTS,173,1
43419,1,0.4,TTS,173,2
43399,1,0.8,TTS,173,3
43389,1,1.2,TTS,173,4
43519,1,1.6,TTS,173,5
43749,1,2.1,TTS,173,6
43739,1,2.4,TTS,173,7
43169,1,2.9,TTS,173,8
43231,1,3.7,TTS,173,9
43241,1,4,TTS,173,10
43291,1,4.3,TTS,173,11
43301,1,4.4,TTS,173,12
43261,1,4.9,TTS,173,13
43811,1,5.6,TTS,173,14
43821,1,6,TTS,173,15
43029,1,6.6,TTS,173,16
43019,1,7.1,TTS,173,17
42119,1,7.4,TTS,173,18
42099,1,8.1,TTS,173,19
42151,1,8.3,TTS,173,20
42161,1,8.6,TTS,173,21
42239,1,8.9,TTS,173,22
42309,1,9.3,TTS,173,23
42249,1,9.6,TTS,173,24
42291,1,10,TTS,173,25
42209,1,10.2,TTS,173,26
28109,1,11.1,TTS,173,27
28189,1,11.5,TTS,173,28
28019,1,12.2,TTS,173,29
20109,1,12.8,TTS,173,30
17189,1,13.2,TTS,173,31
17009,1,13.5,TTS,173,32
17181,1,14,TTS,173,33
20101,1,14.3,TTS,173,34
28011,1,14.9,TTS,173,35
28181,1,15.7,TTS,173,36
28101,1,16.1,TTS,173,37
42201,1,17.1,TTS,173,38
42299,1,17.4,TTS,173,39
42241,1,17.8,TTS,173,40
42301,1,18.1,TTS,173,41
42231,1,18.4,TTS,173,42
42169,1,18.8,TTS,173,43
42159,1,19,TTS,173,44
42091,1,19.4,TTS,173,45
42111,1,19.9,TTS,173,46
43011,1,20.1,TTS,173,47
43021,1,20.6,TTS,173,48
43829,1,21.3,TTS,173,49
43819,1,21.6,TTS,173,50
43267,1,22.3,TTS,173,51
43309,1,22.8,TTS,173,52
43289,1,23,TTS,173,53
43249,1,23.3,TTS,173,54
43239,1,23.7,TTS,173,55
43161,1,24.5,TTS,173,56
43731,1,25,TTS,173,57
43741,1,25.3,TTS,173,58
43511,1,25.7,TTS,173,59
43381,1,26.1,TTS,173,60
43391,1,26.5,TTS,173,61
43411,1,27,TTS,173,62
43009,1,27.4,TTS,173,63
43009,1,0,TTS,173A,1
43419,1,0.4,TTS,173A,2
43399,1,0.8,TTS,173A,3
43389,1,1.2,TTS,173A,4
43519,1,1.6,TTS,173A,5
43749,1,2.1,TTS,173A,6
43739,1,2.4,TTS,173A,7
43169,1,2.9,TTS,173A,8
22009,1,0,SBST,174,1
21361,1,0.6,SBST,174,2
21399,1,0.9,SBST,174,3
21421,1,1.3,SBST,174,4
21241,1,1.7,SBST,174,5
21161,1,1.8,SBST,174,6
28169,1,3,SBST,174,7
28159,1,3.2,SBST,174,8
28149,1,4.1,SBST,174,9
28139,1,4.3,SBST,174,10
28129,1,4.8,SBST,174,11
28119,1,5.2,SBST,174,12
43459,1,5.5,SBST,174,13
43349,1,6,SBST,174,14
43539,1,6.4,SBST,174,15
43409,1,6.7,SBST,174,16
43411,1,7.2,SBST,174,17
43179,1,7.8,SBST,174,18
43189,1,8.2,SBST,174,19
43199,1,8.6,SBST,174,20
43209,1,9.1,SBST,174,21
42199,1,9.6,SBST,174,22
42189,1,9.9,SBST,174,23
42179,1,10.2,SBST,174,24
42169,1,10.6,SBST,174,25
42159,1,10.8,SBST,174,26
42259,1,11.1,SBST,174,27
42089,1,11.5,SBST,174,28
42059,1,12.2,SBST,174,29
42049,1,12.4,SBST,174,30
42039,1,12.8,SBST,174,31
42029,1,13.3,SBST,174,32
42019,1,13.8,SBST,174,33
41089,1,14.2,SBST,174,34
41079,1,14.6,SBST,174,35
41069,1,15.2,SBST,174,36
41049,1,15.6,SBST,174,37
41119,1,16.4,SBST,174,38
41109,1,16.7,SBST,174,39
11119,1,17.1,SBST,174,40
11109,1,17.4,SBST,174,41
11099,1,17.7,SBST,174,42
11229,1,18.1,SBST,174,43
11219,1,18.3,SBST,174,44
11209,1,18.7,SBST,174,45
13029,1,19.1,SBST,174,46
13019,1,19.8,SBST,174,47
9149,1,19.9,SBST,174,48
9159,1,20.5,SBST,174,49
9169,1,20.8,SBST,174,50
9179,1,21.1,SBST,174,51
9047,1,21.4,SBST,174,52
9037,1,21.9,SBST,174,53
8138,1,22.6,SBST,174,54
8057,1,23,SBST,174,55
8069,1,23.5,SBST,174,56
4167,1,24.3,SBST,174,57
4249,1,24.6,SBST,174,58
5029,1,25,SBST,174,59
5131,1,25.6,SBST,174,61
6171,1,26,SBST,174,62
6031,1,26.7,SBST,174,63
6029,1,27.4,SBST,174,64
10011,1,28,SBST,174,65
10041,1,28.3,SBST,174,66
10499,1,28.9,SBST,174,67
10499,2,0,SBST,174,1
10049,2,0.7,SBST,174,2
10017,2,1.1,SBST,174,3
6011,2,1.7,SBST,174,4
6039,2,2.6,SBST,174,5
6189,2,3.1,SBST,174,6
5023,2,3.4,SBST,174,7
4222,2,3.7,SBST,174,8
4223,2,4,SBST,174,9
4143,2,4.4,SBST,174,10
4121,2,4.7,SBST,174,11
8041,2,5,SBST,174,12
8031,2,5.3,SBST,174,13
8111,2,5.8,SBST,174,14
8121,2,6.1,SBST,174,15
9059,2,6.4,SBST,174,16
9022,2,6.9,SBST,174,17
9111,2,7.4,SBST,174,18
9121,2,7.7,SBST,174,19
9131,2,8.3,SBST,174,20
9141,2,8.6,SBST,174,21
13011,2,8.9,SBST,174,22
13021,2,9.5,SBST,174,23
11201,2,9.8,SBST,174,24
11211,2,10.1,SBST,174,25
11221,2,10.6,SBST,174,26
11091,2,11,SBST,174,27
11101,2,11.5,SBST,174,28
11111,2,11.8,SBST,174,29
41101,2,12,SBST,174,30
41111,2,12.4,SBST,174,31
41031,2,12.8,SBST,174,32
41041,2,13,SBST,174,33
41051,2,13.4,SBST,174,34
41061,2,13.6,SBST,174,35
41071,2,14,SBST,174,36
41081,2,14.6,SBST,174,37
42011,2,14.9,SBST,174,38
42021,2,15.2,SBST,174,39
42031,2,15.5,SBST,174,40
42041,2,15.9,SBST,174,41
42051,2,16.4,SBST,174,42
42061,2,16.7,SBST,174,43
42071,2,17.1,SBST,174,44
42151,2,17.4,SBST,174,45
42161,2,17.7,SBST,174,46
42171,2,18.1,SBST,174,47
42181,2,18.4,SBST,174,48
42191,2,18.8,SBST,174,49
43201,2,19.1,SBST,174,50
43191,2,19.7,SBST,174,51
43181,2,20.1,SBST,174,52
43171,2,20.5,SBST,174,53
43419,2,21.1,SBST,174,54
43401,2,21.5,SBST,174,55
43531,2,21.9,SBST,174,56
43341,2,22.3,SBST,174,57
43452,2,22.8,SBST,174,58
28111,2,23.3,SBST,174,59
28121,2,23.7,SBST,174,60
28131,2,24.1,SBST,174,61
28141,2,24.4,SBST,174,62
28151,2,25.2,SBST,174,63
28161,2,25.4,SBST,174,64
21249,2,26.7,SBST,174,65
21429,2,27.1,SBST,174,66
21391,2,27.5,SBST,174,67
21369,2,27.8,SBST,174,68
22009,2,28.7,SBST,174,69
22009,1,0,SBST,174e,1
21361,1,0.6,SBST,174e,2
21399,1,0.9,SBST,174e,3
21421,1,1.3,SBST,174e,4
21241,1,1.7,SBST,174e,5
43349,1,6,SBST,174e,6
43539,1,6.4,SBST,174e,7
43409,1,6.7,SBST,174e,8
43411,1,7.2,SBST,174e,9
43179,1,7.8,SBST,174e,10
43189,1,8.2,SBST,174e,11
43199,1,8.6,SBST,174e,12
42189,1,9.9,SBST,174e,15
42179,1,10.2,SBST,174e,16
42169,1,10.6,SBST,174e,17
42159,1,10.8,SBST,174e,18
13019,1,19.8,SBST,174e,39
9159,1,20.5,SBST,174e,41
9169,1,20.8,SBST,174e,42
9179,1,21.1,SBST,174e,43
9047,1,21.4,SBST,174e,44
9037,1,21.9,SBST,174e,45
8138,1,22.6,SBST,174e,46
8057,1,23,SBST,174e,47
8069,1,23.5,SBST,174e,48
4167,1,24.3,SBST,174e,49
4249,1,24.6,SBST,174e,50
5029,1,25,SBST,174e,51
5131,1,25.6,SBST,174e,53
6171,1,26,SBST,174e,54
6031,1,26.7,SBST,174e,55
6029,1,27.4,SBST,174e,56
10011,1,28,SBST,174e,57
10499,1,28.9,SBST,174e,58
10499,2,0,SBST,174e,1
10017,2,1.2,SBST,174e,2
6011,2,1.8,SBST,174e,3
6039,2,2.7,SBST,174e,4
6189,2,3.2,SBST,174e,5
5023,2,3.5,SBST,174e,6
4222,2,3.8,SBST,174e,7
4223,2,4.1,SBST,174e,8
4143,2,4.5,SBST,174e,9
4121,2,4.8,SBST,174e,10
8041,2,5.1,SBST,174e,11
8031,2,5.4,SBST,174e,12
8111,2,5.9,SBST,174e,13
8121,2,6.2,SBST,174e,14
9059,2,6.5,SBST,174e,15
9022,2,7,SBST,174e,16
9111,2,7.5,SBST,174e,17
9121,2,7.8,SBST,174e,18
9131,2,8.4,SBST,174e,19
13011,2,9,SBST,174e,21
42151,2,17.5,SBST,174e,44
42161,2,17.8,SBST,174e,45
42171,2,18.2,SBST,174e,46
42181,2,18.5,SBST,174e,47
43191,2,19.8,SBST,174e,50
43181,2,20.2,SBST,174e,51
43171,2,20.6,SBST,174e,52
43419,2,21.2,SBST,174e,53
43401,2,21.6,SBST,174e,54
43531,2,22,SBST,174e,55
43341,2,22.4,SBST,174e,56
21249,2,26.8,SBST,174e,57
21429,2,27.2,SBST,174e,58
21391,2,27.6,SBST,174e,59
21369,2,27.9,SBST,174e,60
22009,2,28.8,SBST,174e,61
17009,1,0,SBST,175,1
17239,1,0.6,SBST,175,2
17259,1,1,SBST,175,3
17049,1,1.9,SBST,175,4
17039,1,2.3,SBST,175,5
17369,1,2.9,SBST,175,6
17309,1,3.3,SBST,175,7
17359,1,3.5,SBST,175,8
17299,1,3.9,SBST,175,9
16249,1,4.5,SBST,175,10
16239,1,5.1,SBST,175,11
16229,1,5.6,SBST,175,12
16219,1,6,SBST,175,13
15219,1,6.4,SBST,175,14
15209,1,6.8,SBST,175,15
15199,1,7.1,SBST,175,16
15169,1,7.6,SBST,175,17
15159,1,7.8,SBST,175,18
15149,1,8.1,SBST,175,19
15041,1,8.5,SBST,175,20
15051,1,8.8,SBST,175,21
14369,1,9.5,SBST,175,23
14219,1,9.8,SBST,175,24
14209,1,10.1,SBST,175,25
14199,1,10.5,SBST,175,26
10331,1,11.2,SBST,175,27
10089,1,11.7,SBST,175,28
10079,1,12.3,SBST,175,29
6051,1,13.6,SBST,175,31
6071,1,13.8,SBST,175,32
6081,1,14,SBST,175,33
6131,1,14.5,SBST,175,34
13121,1,14.8,SBST,175,35
13141,1,15.2,SBST,175,36
13191,1,15.8,SBST,175,37
9048,1,16.5,SBST,175,38
9038,1,17.1,SBST,175,39
8138,1,17.5,SBST,175,40
8057,1,17.9,SBST,175,41
8069,1,18.4,SBST,175,42
4179,1,18.7,SBST,175,43
1012,1,18.9,SBST,175,44
1112,1,19.4,SBST,175,45
1121,1,20,SBST,175,46
1211,1,20.3,SBST,175,47
1311,1,20.6,SBST,175,48
7371,1,21,SBST,175,49
60011,1,21.6,SBST,175,50
60021,1,22.2,SBST,175,51
60031,1,22.7,SBST,175,52
80291,1,23,SBST,175,53
80301,1,23.4,SBST,175,54
80311,1,23.6,SBST,175,55
80109,1,23.8,SBST,175,56
80009,1,24.4,SBST,175,57
80009,2,0,SBST,175,1
80101,2,0.4,SBST,175,2
80319,2,0.7,SBST,175,3
80309,2,1,SBST,175,4
80299,2,1.3,SBST,175,5
60039,2,1.6,SBST,175,6
60029,2,2.1,SBST,175,7
60019,2,2.6,SBST,175,8
7369,2,2.9,SBST,175,9
7379,2,3.2,SBST,175,10
1339,2,3.4,SBST,175,11
1329,2,3.8,SBST,175,12
1229,2,4.3,SBST,175,13
1139,2,4.7,SBST,175,14
1039,2,5,SBST,175,15
1029,2,5.2,SBST,175,16
4111,2,5.7,SBST,175,17
4121,2,6.1,SBST,175,18
8041,2,6.4,SBST,175,19
8031,2,6.7,SBST,175,20
8111,2,7.2,SBST,175,21
8121,2,7.5,SBST,175,22
9059,2,7.8,SBST,175,23
9022,2,8.3,SBST,175,24
13199,2,8.7,SBST,175,25
13159,2,9.2,SBST,175,26
13139,2,9.6,SBST,175,27
13119,2,9.8,SBST,175,28
6129,2,10.2,SBST,175,29
6069,2,10.7,SBST,175,30
10071,2,12.4,SBST,175,33
10501,2,12.6,SBST,175,34
10081,2,12.9,SBST,175,35
10339,2,13.4,SBST,175,36
14241,2,13.6,SBST,175,37
14191,2,14.4,SBST,175,38
14201,2,14.7,SBST,175,39
14471,2,15,SBST,175,40
14211,2,15.2,SBST,175,41
18019,2,15.6,SBST,175,42
15059,2,16.1,SBST,175,43
15049,2,16.4,SBST,175,44
15141,2,16.8,SBST,175,45
15151,2,17.1,SBST,175,46
15161,2,17.3,SBST,175,47
15191,2,17.8,SBST,175,48
15201,2,18.1,SBST,175,49
15211,2,18.5,SBST,175,50
16211,2,18.8,SBST,175,51
16221,2,19.3,SBST,175,52
16231,2,19.8,SBST,175,53
16241,2,20.4,SBST,175,54
17291,2,21,SBST,175,55
17351,2,21.3,SBST,175,56
17301,2,21.7,SBST,175,57
17081,2,22.3,SBST,175,59
17031,2,22.7,SBST,175,60
17041,2,23,SBST,175,61
17251,2,24,SBST,175,62
17161,2,24.2,SBST,175,63
17171,2,24.6,SBST,175,64
17009,2,24.8,SBST,175,65
45009,1,0,SMRT,176,1
44259,1,0.4,SMRT,176,3
44029,1,0.7,SMRT,176,4
44019,1,1,SMRT,176,5
43119,1,1.3,SMRT,176,6
43109,1,1.7,SMRT,176,7
43099,1,1.9,SMRT,176,8
43089,1,2.2,SMRT,176,9
43279,1,3,SMRT,176,10
43268,1,3.3,SMRT,176,11
43259,1,3.7,SMRT,176,12
43249,1,3.9,SMRT,176,13
43239,1,4.3,SMRT,176,14
43449,1,4.5,SMRT,176,15
43439,1,4.8,SMRT,176,16
43429,1,5.1,SMRT,176,17
43419,1,5.7,SMRT,176,18
43401,1,6.1,SMRT,176,19
43321,1,6.5,SMRT,176,20
43371,1,6.9,SMRT,176,21
43699,1,7.2,SMRT,176,22
28629,1,7.6,SMRT,176,23
28319,1,8.1,SMRT,176,24
28449,1,8.4,SMRT,176,25
28431,1,8.6,SMRT,176,26
28249,1,8.9,SMRT,176,27
28239,1,9.4,SMRT,176,28
28229,1,10,SMRT,176,29
20269,1,10.4,SMRT,176,30
20259,1,10.6,SMRT,176,31
20159,1,10.9,SMRT,176,32
20149,1,11.2,SMRT,176,33
20139,1,11.6,SMRT,176,34
20289,1,12.1,SMRT,176,35
17339,1,12.8,SMRT,176,36
17329,1,13.2,SMRT,176,37
17319,1,13.6,SMRT,176,38
17369,1,14,SMRT,176,39
17309,1,14.4,SMRT,176,40
17359,1,14.6,SMRT,176,41
17299,1,15,SMRT,176,42
16249,1,15.6,SMRT,176,43
16239,1,16.2,SMRT,176,44
16229,1,16.7,SMRT,176,45
16219,1,17.1,SMRT,176,46
15219,1,17.5,SMRT,176,47
15209,1,17.9,SMRT,176,48
15199,1,18.2,SMRT,176,49
15169,1,18.7,SMRT,176,50
15159,1,18.9,SMRT,176,51
15149,1,19.2,SMRT,176,52
14189,1,19.6,SMRT,176,53
14179,1,19.9,SMRT,176,54
14169,1,20.3,SMRT,176,55
14041,1,20.8,SMRT,176,56
14051,1,21.2,SMRT,176,57
14241,1,21.7,SMRT,176,58
10331,1,22,SMRT,176,59
10009,1,22.3,SMRT,176,60
10009,2,0,SMRT,176,1
10339,2,0.4,SMRT,176,2
14249,2,0.6,SMRT,176,3
14059,2,1.1,SMRT,176,4
14049,2,1.5,SMRT,176,5
14161,2,2,SMRT,176,6
14171,2,2.4,SMRT,176,7
15141,2,3.1,SMRT,176,8
15151,2,3.4,SMRT,176,9
15161,2,3.6,SMRT,176,10
15191,2,4.1,SMRT,176,11
15201,2,4.4,SMRT,176,12
15211,2,4.8,SMRT,176,13
16211,2,5.1,SMRT,176,14
16221,2,5.6,SMRT,176,15
16231,2,6.1,SMRT,176,16
16241,2,6.7,SMRT,176,17
17291,2,7.3,SMRT,176,18
17351,2,7.6,SMRT,176,19
17301,2,8,SMRT,176,20
17361,2,8.4,SMRT,176,21
17311,2,8.7,SMRT,176,22
17321,2,9.2,SMRT,176,23
17331,2,9.6,SMRT,176,24
20281,2,10.2,SMRT,176,25
20131,2,10.8,SMRT,176,26
20141,2,11.2,SMRT,176,27
20151,2,11.5,SMRT,176,28
20251,2,11.8,SMRT,176,29
20261,2,12,SMRT,176,30
20271,2,12.4,SMRT,176,31
28221,2,12.7,SMRT,176,32
28231,2,13,SMRT,176,33
28241,2,13.4,SMRT,176,34
28439,2,13.8,SMRT,176,35
28441,2,14,SMRT,176,36
28311,2,14.4,SMRT,176,37
28621,2,14.9,SMRT,176,38
43691,2,15.4,SMRT,176,39
43379,2,15.8,SMRT,176,40
43329,2,16.1,SMRT,176,41
43409,2,16.5,SMRT,176,42
43411,2,17,SMRT,176,43
43421,2,17.6,SMRT,176,44
43431,2,17.9,SMRT,176,45
43441,2,18.2,SMRT,176,46
43231,2,18.5,SMRT,176,47
43241,2,18.8,SMRT,176,48
43251,2,19.1,SMRT,176,49
43261,2,19.5,SMRT,176,50
43271,2,19.8,SMRT,176,51
43061,2,20.1,SMRT,176,52
43071,2,20.3,SMRT,176,53
43081,2,20.5,SMRT,176,54
43091,2,20.8,SMRT,176,55
43111,2,21.3,SMRT,176,56
44011,2,21.5,SMRT,176,57
44021,2,21.9,SMRT,176,58
44251,2,22.2,SMRT,176,59
45009,2,22.9,SMRT,176,61
43009,1,0,TTS,177,1
43179,1,0.6,TTS,177,2
43169,1,1.2,TTS,177,3
43231,1,2,TTS,177,4
43241,1,2.3,TTS,177,5
43251,1,2.6,TTS,177,6
43261,1,3,TTS,177,7
43151,1,3.3,TTS,177,8
43719,1,4.2,TTS,177,9
43111,1,4.9,TTS,177,10
44011,1,5.1,TTS,177,11
44021,1,5.5,TTS,177,12
44251,1,6,TTS,177,13
44739,1,6.4,TTS,177,14
44859,1,6.6,TTS,177,15
44019,1,6.8,TTS,177,16
43119,1,7.1,TTS,177,17
43721,1,7.5,TTS,177,18
43719,1,8,TTS,177,19
43159,1,8.8,TTS,177,20
43268,1,9.2,TTS,177,21
43259,1,9.6,TTS,177,22
43249,1,9.8,TTS,177,23
43239,1,10.2,TTS,177,24
43161,1,11,TTS,177,25
43171,1,11.4,TTS,177,26
43009,1,11.9,TTS,177,27
